report_date,year,month_number,year_month,month_start,day_of_month,weekday_name,is_weekend,store_id,store_name,city,product_id,product_name,category,qty_sold,revenue,cogs,gross_profit,unconstrained_demand,lost_sales_qty,lost_revenue,potential_revenue,service_level,stock_qty,incoming_qty,is_stockout,in_stock_flag
2026-08-21,2026,8,2026-08,2026-08-01,21,Friday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,8,1171.52,694.8,476.72,8,0,0.0,1171.52,1.0,60,0,0,1
2026-08-22,2026,8,2026-08,2026-08-01,22,Saturday,1,ST001,Market_1,Kazan,PR016,Product_16,Dairy,8,1171.52,694.8,476.72,8,0,0.0,1171.52,1.0,52,0,0,1
2026-08-23,2026,8,2026-08,2026-08-01,23,Sunday,1,ST001,Market_1,Kazan,PR016,Product_16,Dairy,5,732.2,434.25,297.95000000000005,5,0,0.0,732.2,1.0,47,0,0,1
2026-08-24,2026,8,2026-08,2026-08-01,24,Monday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,3,439.32,260.54999999999995,178.77000000000004,3,0,0.0,439.32,1.0,44,0,0,1
2026-08-25,2026,8,2026-08,2026-08-01,25,Tuesday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,6,878.64,521.0999999999999,357.5400000000001,6,0,0.0,878.64,1.0,38,0,0,1
2026-08-26,2026,8,2026-08,2026-08-01,26,Wednesday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,9,1317.96,781.65,536.3100000000001,9,0,0.0,1317.96,1.0,29,0,0,1
2026-08-27,2026,8,2026-08,2026-08-01,27,Thursday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,8,1171.52,694.8,476.72,8,0,0.0,1171.52,1.0,21,0,0,1
2026-08-28,2026,8,2026-08,2026-08-01,28,Friday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,10,1464.4,868.5,595.9000000000001,10,0,0.0,1464.4,1.0,11,0,0,1
2026-08-29,2026,8,2026-08,2026-08-01,29,Saturday,1,ST001,Market_1,Kazan,PR016,Product_16,Dairy,11,1610.84,955.3499999999999,655.49,14,3,439.32,2050.16,0.7857142857142857,0,98,1,0
2026-08-30,2026,8,2026-08,2026-08-01,30,Sunday,1,ST001,Market_1,Kazan,PR016,Product_16,Dairy,0,0.0,0.0,0.0,12,12,1757.28,1757.28,0.0,0,0,1,0
2026-08-31,2026,8,2026-08,2026-08-01,31,Monday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,10,1464.4,868.5,595.9000000000001,10,0,0.0,1464.4,1.0,88,0,0,1
2026-09-01,2026,9,2026-09,2026-09-01,1,Tuesday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,1,146.44,86.85,59.59,1,0,0.0,146.44,1.0,87,0,0,1
2026-09-02,2026,9,2026-09,2026-09-01,2,Wednesday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,6,878.64,521.0999999999999,357.5400000000001,6,0,0.0,878.64,1.0,81,0,0,1
2026-09-03,2026,9,2026-09,2026-09-01,3,Thursday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,10,1464.4,868.5,595.9000000000001,10,0,0.0,1464.4,1.0,71,0,0,1
2026-09-04,2026,9,2026-09,2026-09-01,4,Friday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,8,1171.52,694.8,476.72,8,0,0.0,1171.52,1.0,63,0,0,1
2026-09-05,2026,9,2026-09,2026-09-01,5,Saturday,1,ST001,Market_1,Kazan,PR016,Product_16,Dairy,10,1464.4,868.5,595.9000000000001,10,0,0.0,1464.4,1.0,53,0,0,1
2026-09-06,2026,9,2026-09,2026-09-01,6,Sunday,1,ST001,Market_1,Kazan,PR016,Product_16,Dairy,12,1757.28,1042.1999999999998,715.0800000000002,12,0,0.0,1757.28,1.0,41,0,0,1
2026-09-07,2026,9,2026-09,2026-09-01,7,Monday,0,ST001,Market_1,Kazan,PR016,Product_16,Dairy,11,1610.84,955.3499999999999,655.49,11,0,0.0,1610.84,1.0,30,0,0,1
2026-06-10,2026,6,2026-06,2026-06-01,10,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,14,1900.5,1358.14,542.3599999999999,14,0,0.0,1900.5,1.0,238,0,0,1
2026-06-11,2026,6,2026-06,2026-06-01,11,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,20,2715.0,1940.2,774.8,20,0,0.0,2715.0,1.0,218,0,0,1
2026-06-12,2026,6,2026-06,2026-06-01,12,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,200,0,0,1
2026-06-13,2026,6,2026-06,2026-06-01,13,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,23,3122.25,2231.23,891.02,23,0,0.0,3122.25,1.0,177,0,0,1
2026-06-14,2026,6,2026-06,2026-06-01,14,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,20,2715.0,1940.2,774.8,20,0,0.0,2715.0,1.0,157,0,0,1
2026-06-15,2026,6,2026-06,2026-06-01,15,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,13,1764.75,1261.13,503.6199999999999,13,0,0.0,1764.75,1.0,144,0,0,1
2026-06-16,2026,6,2026-06,2026-06-01,16,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,17,2307.75,1649.17,658.5799999999999,17,0,0.0,2307.75,1.0,127,0,0,1
2026-06-17,2026,6,2026-06,2026-06-01,17,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,17,2307.75,1649.17,658.5799999999999,17,0,0.0,2307.75,1.0,110,0,0,1
2026-06-18,2026,6,2026-06,2026-06-01,18,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,91,0,0,1
2026-06-19,2026,6,2026-06,2026-06-01,19,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,73,0,0,1
2026-06-20,2026,6,2026-06,2026-06-01,20,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,29,3936.75,2813.29,1123.46,29,0,0.0,3936.75,1.0,44,0,0,1
2026-06-21,2026,6,2026-06,2026-06-01,21,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,25,3393.75,2425.25,968.5,25,0,0.0,3393.75,1.0,19,0,0,1
2026-06-22,2026,6,2026-06,2026-06-01,22,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,25,6,814.5,3393.75,0.76,0,252,1,0
2026-06-23,2026,6,2026-06,2026-06-01,23,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,0,0.0,0.0,0.0,19,19,2579.25,2579.25,0.0,0,0,1,0
2026-06-24,2026,6,2026-06,2026-06-01,24,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,234,0,0,1
2026-06-25,2026,6,2026-06,2026-06-01,25,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,215,0,0,1
2026-06-26,2026,6,2026-06,2026-06-01,26,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,197,0,0,1
2026-06-27,2026,6,2026-06,2026-06-01,27,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,16,2172.0,1552.16,619.8399999999999,16,0,0.0,2172.0,1.0,181,0,0,1
2026-06-28,2026,6,2026-06,2026-06-01,28,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,31,4208.25,3007.31,1200.94,31,0,0.0,4208.25,1.0,150,0,0,1
2026-06-29,2026,6,2026-06,2026-06-01,29,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,14,1900.5,1358.14,542.3599999999999,14,0,0.0,1900.5,1.0,136,0,0,1
2026-06-30,2026,6,2026-06,2026-06-01,30,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,22,2986.5,2134.2200000000003,852.2799999999997,22,0,0.0,2986.5,1.0,114,0,0,1
2026-07-01,2026,7,2026-07,2026-07-01,1,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,95,0,0,1
2026-07-02,2026,7,2026-07,2026-07-01,2,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,7,950.25,679.07,271.17999999999995,7,0,0.0,950.25,1.0,88,0,0,1
2026-07-03,2026,7,2026-07,2026-07-01,3,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,23,3122.25,2231.23,891.02,23,0,0.0,3122.25,1.0,65,0,0,1
2026-07-04,2026,7,2026-07,2026-07-01,4,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,31,4208.25,3007.31,1200.94,31,0,0.0,4208.25,1.0,34,0,0,1
2026-07-05,2026,7,2026-07,2026-07-01,5,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,24,3258.0,2328.2400000000002,929.7599999999998,24,0,0.0,3258.0,1.0,10,252,0,1
2026-07-06,2026,7,2026-07,2026-07-01,6,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,10,1357.5,970.1,387.4,17,7,950.25,2307.75,0.5882352941176471,0,0,1,0
2026-07-07,2026,7,2026-07,2026-07-01,7,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,233,0,0,1
2026-07-08,2026,7,2026-07,2026-07-01,8,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,16,2172.0,1552.16,619.8399999999999,16,0,0.0,2172.0,1.0,217,0,0,1
2026-07-09,2026,7,2026-07,2026-07-01,9,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,16,2172.0,1552.16,619.8399999999999,16,0,0.0,2172.0,1.0,201,0,0,1
2026-07-10,2026,7,2026-07,2026-07-01,10,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,182,0,0,1
2026-07-11,2026,7,2026-07,2026-07-01,11,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,22,2986.5,2134.2200000000003,852.2799999999997,22,0,0.0,2986.5,1.0,160,0,0,1
2026-07-12,2026,7,2026-07,2026-07-01,12,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,24,3258.0,2328.2400000000002,929.7599999999998,24,0,0.0,3258.0,1.0,136,0,0,1
2026-07-13,2026,7,2026-07,2026-07-01,13,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,21,2850.75,2037.21,813.54,21,0,0.0,2850.75,1.0,115,0,0,1
2026-07-14,2026,7,2026-07,2026-07-01,14,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,16,2172.0,1552.16,619.8399999999999,16,0,0.0,2172.0,1.0,99,0,0,1
2026-07-15,2026,7,2026-07,2026-07-01,15,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,9,1221.75,873.09,348.65999999999997,9,0,0.0,1221.75,1.0,90,0,0,1
2026-07-16,2026,7,2026-07,2026-07-01,16,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,25,3393.75,2425.25,968.5,25,0,0.0,3393.75,1.0,65,0,0,1
2026-07-17,2026,7,2026-07,2026-07-01,17,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,46,0,0,1
2026-07-18,2026,7,2026-07,2026-07-01,18,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,23,3122.25,2231.23,891.02,23,0,0.0,3122.25,1.0,23,252,0,1
2026-07-19,2026,7,2026-07,2026-07-01,19,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,23,3122.25,2231.23,891.02,26,3,407.25,3529.5,0.8846153846153846,0,0,1,0
2026-07-20,2026,7,2026-07,2026-07-01,20,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,11,1493.25,1067.1100000000001,426.1399999999999,11,0,0.0,1493.25,1.0,241,0,0,1
2026-07-21,2026,7,2026-07,2026-07-01,21,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,29,3936.75,2813.29,1123.46,29,0,0.0,3936.75,1.0,212,0,0,1
2026-07-22,2026,7,2026-07,2026-07-01,22,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,193,0,0,1
2026-07-23,2026,7,2026-07,2026-07-01,23,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,174,0,0,1
2026-07-24,2026,7,2026-07,2026-07-01,24,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,155,0,0,1
2026-07-25,2026,7,2026-07,2026-07-01,25,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,24,3258.0,2328.2400000000002,929.7599999999998,24,0,0.0,3258.0,1.0,131,0,0,1
2026-07-26,2026,7,2026-07,2026-07-01,26,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,27,3665.25,2619.27,1045.98,27,0,0.0,3665.25,1.0,104,0,0,1
2026-07-27,2026,7,2026-07,2026-07-01,27,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,20,2715.0,1940.2,774.8,20,0,0.0,2715.0,1.0,84,0,0,1
2026-07-28,2026,7,2026-07,2026-07-01,28,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,15,2036.25,1455.15,581.0999999999999,15,0,0.0,2036.25,1.0,69,0,0,1
2026-07-29,2026,7,2026-07,2026-07-01,29,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,20,2715.0,1940.2,774.8,20,0,0.0,2715.0,1.0,49,0,0,1
2026-07-30,2026,7,2026-07,2026-07-01,30,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,31,252,0,1
2026-07-31,2026,7,2026-07,2026-07-01,31,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,12,0,0,1
2026-08-01,2026,8,2026-08,2026-08-01,1,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,22,2986.5,2134.2200000000003,852.2799999999997,22,0,0.0,2986.5,1.0,242,0,0,1
2026-08-02,2026,8,2026-08,2026-08-01,2,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,20,2715.0,1940.2,774.8,20,0,0.0,2715.0,1.0,222,0,0,1
2026-08-03,2026,8,2026-08,2026-08-01,3,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,14,1900.5,1358.14,542.3599999999999,14,0,0.0,1900.5,1.0,208,0,0,1
2026-08-04,2026,8,2026-08,2026-08-01,4,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,17,2307.75,1649.17,658.5799999999999,17,0,0.0,2307.75,1.0,191,0,0,1
2026-08-05,2026,8,2026-08,2026-08-01,5,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,17,2307.75,1649.17,658.5799999999999,17,0,0.0,2307.75,1.0,174,0,0,1
2026-08-06,2026,8,2026-08,2026-08-01,6,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,24,3258.0,2328.2400000000002,929.7599999999998,24,0,0.0,3258.0,1.0,150,0,0,1
2026-08-07,2026,8,2026-08,2026-08-01,7,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,132,0,0,1
2026-08-08,2026,8,2026-08,2026-08-01,8,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,23,3122.25,2231.23,891.02,23,0,0.0,3122.25,1.0,109,0,0,1
2026-08-09,2026,8,2026-08,2026-08-01,9,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,90,0,0,1
2026-08-10,2026,8,2026-08,2026-08-01,10,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,20,2715.0,1940.2,774.8,20,0,0.0,2715.0,1.0,70,0,0,1
2026-08-11,2026,8,2026-08,2026-08-01,11,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,26,3529.5,2522.26,1007.2399999999998,26,0,0.0,3529.5,1.0,44,0,0,1
2026-08-12,2026,8,2026-08,2026-08-01,12,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,16,2172.0,1552.16,619.8399999999999,16,0,0.0,2172.0,1.0,28,0,0,1
2026-08-13,2026,8,2026-08,2026-08-01,13,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,14,1900.5,1358.14,542.3599999999999,14,0,0.0,1900.5,1.0,14,252,0,1
2026-08-14,2026,8,2026-08,2026-08-01,14,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,14,1900.5,1358.14,542.3599999999999,21,7,950.25,2850.75,0.6666666666666666,0,0,1,0
2026-08-15,2026,8,2026-08,2026-08-01,15,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,23,3122.25,2231.23,891.02,23,0,0.0,3122.25,1.0,229,0,0,1
2026-08-16,2026,8,2026-08,2026-08-01,16,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,27,3665.25,2619.27,1045.98,27,0,0.0,3665.25,1.0,202,0,0,1
2026-08-17,2026,8,2026-08,2026-08-01,17,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,22,2986.5,2134.2200000000003,852.2799999999997,22,0,0.0,2986.5,1.0,180,0,0,1
2026-08-18,2026,8,2026-08,2026-08-01,18,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,24,3258.0,2328.2400000000002,929.7599999999998,24,0,0.0,3258.0,1.0,156,0,0,1
2026-08-19,2026,8,2026-08,2026-08-01,19,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,27,3665.25,2619.27,1045.98,27,0,0.0,3665.25,1.0,129,0,0,1
2026-08-20,2026,8,2026-08,2026-08-01,20,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,16,2172.0,1552.16,619.8399999999999,16,0,0.0,2172.0,1.0,113,0,0,1
2026-08-21,2026,8,2026-08,2026-08-01,21,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,17,2307.75,1649.17,658.5799999999999,17,0,0.0,2307.75,1.0,96,0,0,1
2026-08-22,2026,8,2026-08,2026-08-01,22,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,24,3258.0,2328.2400000000002,929.7599999999998,24,0,0.0,3258.0,1.0,72,0,0,1
2026-08-23,2026,8,2026-08,2026-08-01,23,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,21,2850.75,2037.21,813.54,21,0,0.0,2850.75,1.0,51,0,0,1
2026-08-24,2026,8,2026-08,2026-08-01,24,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,15,2036.25,1455.15,581.0999999999999,15,0,0.0,2036.25,1.0,36,0,0,1
2026-08-25,2026,8,2026-08,2026-08-01,25,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,13,1764.75,1261.13,503.6199999999999,13,0,0.0,1764.75,1.0,23,252,0,1
2026-08-26,2026,8,2026-08,2026-08-01,26,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,17,2307.75,1649.17,658.5799999999999,17,0,0.0,2307.75,1.0,6,0,0,1
2026-08-27,2026,8,2026-08,2026-08-01,27,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,19,2579.25,1843.19,736.06,19,0,0.0,2579.25,1.0,239,0,0,1
2026-08-28,2026,8,2026-08,2026-08-01,28,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,13,1764.75,1261.13,503.6199999999999,13,0,0.0,1764.75,1.0,226,0,0,1
2026-08-29,2026,8,2026-08,2026-08-01,29,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,28,3801.0,2716.28,1084.7199999999998,28,0,0.0,3801.0,1.0,198,0,0,1
2026-08-30,2026,8,2026-08,2026-08-01,30,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,28,3801.0,2716.28,1084.7199999999998,28,0,0.0,3801.0,1.0,170,0,0,1
2026-08-31,2026,8,2026-08,2026-08-01,31,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,152,0,0,1
2026-09-01,2026,9,2026-09,2026-09-01,1,Tuesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,20,2715.0,1940.2,774.8,20,0,0.0,2715.0,1.0,132,0,0,1
2026-09-02,2026,9,2026-09,2026-09-01,2,Wednesday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,18,2443.5,1746.18,697.3199999999999,18,0,0.0,2443.5,1.0,114,0,0,1
2026-09-03,2026,9,2026-09,2026-09-01,3,Thursday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,21,2850.75,2037.21,813.54,21,0,0.0,2850.75,1.0,93,0,0,1
2026-09-04,2026,9,2026-09,2026-09-01,4,Friday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,17,2307.75,1649.17,658.5799999999999,17,0,0.0,2307.75,1.0,76,0,0,1
2026-09-05,2026,9,2026-09,2026-09-01,5,Saturday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,28,3801.0,2716.28,1084.7199999999998,28,0,0.0,3801.0,1.0,48,0,0,1
2026-09-06,2026,9,2026-09,2026-09-01,6,Sunday,1,ST001,Market_1,Kazan,PR017,Product_17,Snacks,32,4344.0,3104.32,1239.6799999999998,32,0,0.0,4344.0,1.0,16,0,0,1
2026-09-07,2026,9,2026-09,2026-09-01,7,Monday,0,ST001,Market_1,Kazan,PR017,Product_17,Snacks,10,1357.5,970.1,387.4,10,0,0.0,1357.5,1.0,6,252,0,1
2026-06-10,2026,6,2026-06,2026-06-01,10,Wednesday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,20,678.4,520.8,157.60000000000002,20,0,0.0,678.4000000000001,1.0,274,0,0,1
2026-06-11,2026,6,2026-06,2026-06-01,11,Thursday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,22,746.24,572.88,173.36,22,0,0.0,746.24,1.0,252,0,0,1
2026-06-12,2026,6,2026-06,2026-06-01,12,Friday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,18,610.56,468.71999999999997,141.83999999999997,18,0,0.0,610.5600000000001,1.0,234,0,0,1
2026-06-13,2026,6,2026-06,2026-06-01,13,Saturday,1,ST001,Market_1,Kazan,PR018,Product_18,Beverages,36,1221.12,937.4399999999999,283.67999999999995,36,0,0.0,1221.1200000000001,1.0,198,0,0,1
2026-06-14,2026,6,2026-06,2026-06-01,14,Sunday,1,ST001,Market_1,Kazan,PR018,Product_18,Beverages,24,814.08,624.96,189.12,24,0,0.0,814.08,1.0,174,0,0,1
2026-06-15,2026,6,2026-06,2026-06-01,15,Monday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,18,610.56,468.71999999999997,141.83999999999997,18,0,0.0,610.5600000000001,1.0,156,0,0,1
2026-06-16,2026,6,2026-06,2026-06-01,16,Tuesday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,21,712.32,546.84,165.48000000000002,21,0,0.0,712.32,1.0,135,0,0,1
2026-06-17,2026,6,2026-06,2026-06-01,17,Wednesday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,16,542.72,416.64,126.08000000000004,16,0,0.0,542.72,1.0,119,0,0,1
2026-06-18,2026,6,2026-06,2026-06-01,18,Thursday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,30,1017.6,781.1999999999999,236.4000000000001,30,0,0.0,1017.6,1.0,89,0,0,1
2026-06-19,2026,6,2026-06,2026-06-01,19,Friday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,20,678.4,520.8,157.60000000000002,20,0,0.0,678.4000000000001,1.0,69,0,0,1
2026-06-20,2026,6,2026-06,2026-06-01,20,Saturday,1,ST001,Market_1,Kazan,PR018,Product_18,Beverages,21,712.32,546.84,165.48000000000002,21,0,0.0,712.32,1.0,48,294,0,1
2026-06-21,2026,6,2026-06,2026-06-01,21,Sunday,1,ST001,Market_1,Kazan,PR018,Product_18,Beverages,26,881.92,677.04,204.88,26,0,0.0,881.9200000000001,1.0,22,0,0,1
2026-06-22,2026,6,2026-06,2026-06-01,22,Monday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,9,305.28,234.35999999999999,70.91999999999999,9,0,0.0,305.28000000000003,1.0,307,0,0,1
2026-06-23,2026,6,2026-06,2026-06-01,23,Tuesday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,25,848.0,651.0,197.0,25,0,0.0,848.0,1.0,282,0,0,1
2026-06-24,2026,6,2026-06,2026-06-01,24,Wednesday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,20,678.4,520.8,157.60000000000002,20,0,0.0,678.4000000000001,1.0,262,0,0,1
2026-06-25,2026,6,2026-06,2026-06-01,25,Thursday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,20,678.4,520.8,157.60000000000002,20,0,0.0,678.4000000000001,1.0,242,0,0,1
2026-06-26,2026,6,2026-06,2026-06-01,26,Friday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,25,848.0,651.0,197.0,25,0,0.0,848.0,1.0,217,0,0,1
2026-06-27,2026,6,2026-06,2026-06-01,27,Saturday,1,ST001,Market_1,Kazan,PR018,Product_18,Beverages,28,949.76,729.12,220.64,28,0,0.0,949.76,1.0,189,0,0,1
2026-06-28,2026,6,2026-06,2026-06-01,28,Sunday,1,ST001,Market_1,Kazan,PR018,Product_18,Beverages,29,983.68,755.16,228.51999999999998,29,0,0.0,983.6800000000001,1.0,160,0,0,1
2026-06-29,2026,6,2026-06,2026-06-01,29,Monday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,19,644.48,494.76,149.72000000000003,19,0,0.0,644.48,1.0,141,0,0,1
2026-06-30,2026,6,2026-06,2026-06-01,30,Tuesday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,21,712.32,546.84,165.48000000000002,21,0,0.0,712.32,1.0,120,0,0,1
2026-07-01,2026,7,2026-07,2026-07-01,1,Wednesday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,15,508.8,390.59999999999997,118.20000000000005,15,0,0.0,508.8,1.0,105,0,0,1
2026-07-02,2026,7,2026-07,2026-07-01,2,Thursday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,18,610.56,468.71999999999997,141.83999999999997,18,0,0.0,610.5600000000001,1.0,87,0,0,1
2026-07-03,2026,7,2026-07,2026-07-01,3,Friday,0,ST001,Market_1,Kazan,PR018,Product_18,Beverages,13,440.96,338.52,102.44,13,0,0.0,440.96000000000004,1.0,74,0,0,1
